timestamp,weight
2026-05-18T04:00:00Z,10.0
2026-05-18T04:00:03Z,9.9
2026-05-18T04:00:04Z,10.0
2026-05-18T04:00:05Z,9.9
2026-05-18T04:00:06Z,10.0
2026-05-18T04:00:07Z,10.1
2026-05-18T04:00:08Z,10.0
2026-05-18T04:00:13Z,9.9
2026-05-18T04:00:14Z,10.0
2026-05-18T04:00:15Z,10.1
2026-05-18T04:00:16Z,9.9
2026-05-18T04:00:17Z,10.0
2026-05-18T04:00:18Z,9.8
2026-05-18T04:00:19Z,9.9
2026-05-18T04:00:21Z,10.0
2026-05-18T04:00:22Z,9.9
2026-05-18T04:00:23Z,10.0
2026-05-18T04:00:26Z,9.8
2026-05-18T04:00:27Z,10.0
2026-05-18T04:00:30Z,9.9
2026-05-18T04:00:31Z,10.0
2026-05-18T04:00:32Z,9.9
2026-05-18T04:00:34Z,10.1
2026-05-18T04:00:35Z,9.9
2026-05-18T04:00:36Z,10.0
2026-05-18T04:00:37Z,10.1
2026-05-18T04:00:38Z,10.0
2026-05-18T04:00:40Z,10.0
2026-05-18T04:00:42Z,9.9
2026-05-18T04:00:43Z,10.0
2026-05-18T04:00:44Z,10.1
2026-05-18T04:00:45Z,9.9
2026-05-18T04:00:46Z,10.1
2026-05-18T04:00:47Z,10.0
2026-05-18T04:00:48Z,9.9
2026-05-18T04:00:49Z,10.2
2026-05-18T04:00:50Z,10.1
2026-05-18T04:00:51Z,9.9
2026-05-18T04:00:52Z,10.0
2026-05-18T04:00:55Z,10.1
2026-05-18T04:00:56Z,10.0
2026-05-18T04:00:57Z,10.1
2026-05-18T04:00:59Z,9.9
2026-05-18T04:01:00Z,10.0
2026-05-18T04:01:03Z,9.9
2026-05-18T04:01:04Z,10.0
2026-05-18T04:01:06Z,10.1
2026-05-18T04:01:08Z,9.9
2026-05-18T04:01:10Z,10.1
2026-05-18T04:01:11Z,9.8
2026-05-18T04:01:12Z,10.0
2026-05-18T04:01:14Z,10.1
2026-05-18T04:01:16Z,10.0
2026-05-18T04:01:19Z,10.1
2026-05-18T04:01:20Z,10.0
2026-05-18T04:01:25Z,9.9
2026-05-18T04:01:26Z,10.0
2026-05-18T04:01:28Z,10.1
2026-05-18T04:01:30Z,10.0
2026-05-18T04:01:31Z,10.1
2026-05-18T04:01:32Z,10.0
2026-05-18T04:01:33Z,10.1
2026-05-18T04:01:34Z,10.0
2026-05-18T04:01:36Z,9.9
2026-05-18T04:01:37Z,10.0
2026-05-18T04:01:38Z,9.9
2026-05-18T04:01:39Z,9.8
2026-05-18T04:01:40Z,10.0
2026-05-18T04:01:41Z,9.9
2026-05-18T04:01:42Z,10.0
2026-05-18T04:01:43Z,10.2
2026-05-18T04:01:44Z,9.9
2026-05-18T04:01:45Z,10.0
2026-05-18T04:01:50Z,10.1
2026-05-18T04:01:51Z,10.0
2026-05-18T04:01:52Z,9.9
2026-05-18T04:01:53Z,10.0
2026-05-18T04:01:55Z,9.9
2026-05-18T04:01:56Z,10.0
2026-05-18T04:01:57Z,9.9
2026-05-18T04:01:58Z,10.1
2026-05-18T04:01:59Z,10.0
2026-05-18T04:02:00Z,10.0
2026-05-18T04:02:03Z,9.8
2026-05-18T04:02:04Z,9.9
2026-05-18T04:02:05Z,10.0
2026-05-18T04:02:06Z,9.8
2026-05-18T04:02:07Z,10.1
2026-05-18T04:02:08Z,9.9
2026-05-18T04:02:09Z,10.1
2026-05-18T04:02:10Z,9.9
2026-05-18T04:02:11Z,10.1
2026-05-18T04:02:12Z,10.0
2026-05-18T04:02:13Z,9.9
2026-05-18T04:02:14Z,10.1
2026-05-18T04:02:16Z,10.0
2026-05-18T04:02:19Z,9.9
2026-05-18T04:02:20Z,10.1
2026-05-18T04:02:21Z,10.0
2026-05-18T04:02:23Z,9.9
2026-05-18T04:02:26Z,10.1
2026-05-18T04:02:27Z,10.0
2026-05-18T04:02:28Z,10.1
2026-05-18T04:02:29Z,10.0
2026-05-18T04:02:30Z,9.9
2026-05-18T04:02:31Z,10.0
2026-05-18T04:02:36Z,9.9
2026-05-18T04:02:38Z,10.1
2026-05-18T04:02:39Z,9.9
2026-05-18T04:02:40Z,9.9
2026-05-18T04:02:41Z,10.0
2026-05-18T04:02:42Z,10.1
2026-05-18T04:02:43Z,9.9
2026-05-18T04:02:44Z,10.0
2026-05-18T04:02:45Z,9.9
2026-05-18T04:02:47Z,10.1
2026-05-18T04:02:48Z,10.0
2026-05-18T04:02:50Z,9.9
2026-05-18T04:02:51Z,10.0
2026-05-18T04:02:54Z,9.9
2026-05-18T04:02:56Z,10.1
2026-05-18T04:02:57Z,10.0
2026-05-18T04:03:02Z,10.1
2026-05-18T04:03:03Z,10.0
2026-05-18T04:03:06Z,10.1
2026-05-18T04:03:08Z,10.0
2026-05-18T04:03:10Z,9.9
2026-05-18T04:03:11Z,10.1
2026-05-18T04:03:13Z,10.0
2026-05-18T04:03:15Z,10.1
2026-05-18T04:03:18Z,10.0
2026-05-18T04:03:19Z,10.1
2026-05-18T04:03:20Z,9.9
2026-05-18T04:03:21Z,10.1
2026-05-18T04:03:22Z,10.0
2026-05-18T04:03:23Z,10.1
2026-05-18T04:03:24Z,10.2
2026-05-18T04:03:25Z,10.1
2026-05-18T04:03:26Z,9.9
2026-05-18T04:03:28Z,10.1
2026-05-18T04:03:29Z,9.9
2026-05-18T04:03:30Z,10.0
2026-05-18T04:03:31Z,10.1
2026-05-18T04:03:32Z,9.9
2026-05-18T04:03:33Z,9.8
2026-05-18T04:03:34Z,10.0
2026-05-18T04:03:38Z,9.9
2026-05-18T04:03:40Z,10.0
2026-05-18T04:03:41Z,9.9
2026-05-18T04:03:43Z,10.0
2026-05-18T04:03:46Z,9.9
2026-05-18T04:03:50Z,10.0
2026-05-18T04:03:51Z,9.9
2026-05-18T04:03:52Z,10.0
2026-05-18T04:03:54Z,10.2
2026-05-18T04:03:55Z,9.9
2026-05-18T04:03:56Z,10.1
2026-05-18T04:03:57Z,10.0
2026-05-18T04:03:59Z,9.9
2026-05-18T04:04:00Z,10.0
2026-05-18T04:04:01Z,10.1
2026-05-18T04:04:02Z,10.0
2026-05-18T04:04:05Z,10.1
2026-05-18T04:04:06Z,10.0
2026-05-18T04:04:07Z,9.8
2026-05-18T04:04:08Z,9.9
2026-05-18T04:04:09Z,9.8
2026-05-18T04:04:10Z,9.7
2026-05-18T04:04:11Z,10.0
2026-05-18T04:04:12Z,10.1
2026-05-18T04:04:13Z,10.0
2026-05-18T04:04:14Z,9.9
2026-05-18T04:04:16Z,10.1
2026-05-18T04:04:17Z,10.0
2026-05-18T04:04:21Z,10.1
2026-05-18T04:04:22Z,10.0
2026-05-18T04:04:24Z,9.9
2026-05-18T04:04:25Z,10.0
2026-05-18T04:04:26Z,9.9
2026-05-18T04:04:27Z,10.1
2026-05-18T04:04:28Z,9.9
2026-05-18T04:04:29Z,10.0
2026-05-18T04:04:31Z,9.9
2026-05-18T04:04:32Z,10.1
2026-05-18T04:04:34Z,10.0
2026-05-18T04:04:35Z,10.1
2026-05-18T04:04:36Z,10.0
2026-05-18T04:04:37Z,9.8
2026-05-18T04:04:38Z,10.0
2026-05-18T04:04:40Z,10.0
2026-05-18T04:04:41Z,9.9
2026-05-18T04:04:42Z,10.0
2026-05-18T04:04:44Z,10.1
2026-05-18T04:04:45Z,10.0
2026-05-18T04:04:47Z,10.1
2026-05-18T04:04:48Z,10.0
2026-05-18T04:04:50Z,9.9
2026-05-18T04:04:51Z,10.1
2026-05-18T04:04:55Z,10.0
2026-05-18T04:05:00Z,10.1
2026-05-18T04:05:01Z,10.0
2026-05-18T04:05:04Z,9.9
2026-05-18T04:05:05Z,10.1
2026-05-18T04:05:06Z,10.0
2026-05-18T04:05:09Z,9.9
2026-05-18T04:05:10Z,10.0
2026-05-18T04:05:11Z,10.1
2026-05-18T04:05:12Z,10.0
2026-05-18T04:05:16Z,9.9
2026-05-18T04:05:17Z,10.0
2026-05-18T04:05:18Z,9.9
2026-05-18T04:05:19Z,10.1
2026-05-18T04:05:20Z,9.9
2026-05-18T04:05:21Z,10.0
2026-05-18T04:05:22Z,10.1
2026-05-18T04:05:23Z,10.0
2026-05-18T04:05:27Z,9.9
2026-05-18T04:05:28Z,10.0
2026-05-18T04:05:29Z,10.2
2026-05-18T04:05:30Z,10.0
2026-05-18T04:05:32Z,9.9
2026-05-18T04:05:33Z,10.0
2026-05-18T04:05:34Z,9.9
2026-05-18T04:05:36Z,10.1
2026-05-18T04:05:37Z,9.9
2026-05-18T04:05:38Z,10.1
2026-05-18T04:05:40Z,10.0
2026-05-18T04:05:42Z,10.2
2026-05-18T04:05:43Z,10.0
2026-05-18T04:05:45Z,9.9
2026-05-18T04:05:46Z,10.0
2026-05-18T04:05:47Z,10.1
2026-05-18T04:05:49Z,9.9
2026-05-18T04:05:51Z,10.0
2026-05-18T04:05:52Z,13.9
2026-05-18T04:05:54Z,10.0
2026-05-18T04:06:00Z,10.0
2026-05-18T04:06:01Z,10.1
2026-05-18T04:06:02Z,10.0
2026-05-18T04:06:04Z,9.9
2026-05-18T04:06:05Z,10.0
2026-05-18T04:06:06Z,9.8
2026-05-18T04:06:07Z,9.9
2026-05-18T04:06:08Z,10.1
2026-05-18T04:06:10Z,10.0
2026-05-18T04:06:11Z,9.9
2026-05-18T04:06:12Z,10.0
2026-05-18T04:06:13Z,9.9
2026-05-18T04:06:14Z,10.1
2026-05-18T04:06:15Z,10.2
2026-05-18T04:06:16Z,10.0
2026-05-18T04:06:17Z,9.9
